Quality	#1 ID	#2 ID	#1 String	#2 String
0			As far as taxation, State aid, Structural Funds and the defense of our traditional products are concerned, concrete measures of daring and ambition must be urgently envisaged.	As regards taxation, state aid, the Structural Funds and defending our traditional products, practical measures characterised by daring and ambition must be planned as a matter of urgency.
0			These stipulate that state aid may be granted only to the steel industry in particular, in well-defined cases, namely aid for research and development, aid for the protection of the environment. , social security to facilitate the closure of steel mills and aid to uncompetitive companies. completely stop trading.	These stipulate that state aid can only be awarded to the steel industry in particular, precisely-defined cases i.e. those involving aid for research and development, aid for environmental protection, social security to ease the closure of steelworks and aid to help non-competitive enterprises cease trading altogether.
0			I would like Mr. Barón Crespo, who has made the request, to speak to propose it.   That is, if he wishes, of course.	I would like Mr Barón Crespo, who made the request, to speak to propose it. That is, if he so wishes, of course.
0			It also requires consideration of how materials and packaging are affected by cold of this type.	This makes it necessary to also take account of the ways in which materials and packaging are affected by cold of this kind.
0			A system such as the current system, which is capable of making so few decisions, whether approvals or prohibitions, is less than a valid system.	A system, such as the current one, which is capable of making so few decisions, be they approvals or prohibitions, is something less than a valid system.
1			We discussed, we were unanimous, with the exception of the EPP Group and the Liberal Group, and I even remarked, as you will remember, my dear presidents, that the question is not whether you are in favor. or against the Tobin tax.   but if you dare to hear what the Commission and the Council think.	We discussed, we were unanimous except the EPP Group and the Liberal Group and I even remarked, as you will remember my dear Presidents, that the question is not whether you are for or against the Tobin tax. but whether you dare to hear what the Commission and the Council think.
1			Unlike the majority of this House and the majority of my group, I oppose it because I believe that in terms of competition policy, the system of the legal franchise is very much lower than one. prohibition system with an administrative reserve and that I see the danger of renationalisation. 	Unlike the majority of this House and the majority of my group, I oppose it because I am of the opinion that, in terms of competition policy, the system of legal exemption is very clearly lower than one. prohibition system with an administrative reserve and that I see the danger of renationalisation.
1			The amendment to the agenda therefore does not entail any change in the current Community harmonization of the transport of dangerous goods.	The amendment on the agenda therefore does not entail any change to the existing Community harmonization of the transport of dangerous goods.
1			Madam President, I do not wish to restart the debate, but I have also asked to speak on Mr Barón Crespo's request.	Madam President, I do not want to relaunch the debate, but I have also asked for the floor to speak on Mr Barón Crespo's request.
0			I hope that the Commission will be able to accept this amendment.	I hope that the Commission is able to accept the present amendment.
0			I would ask you to bring this specific case, which concerns fans on a particular floor, to the attention of the Quaestors, who are actually responsible for the issue.	I would ask you to bring this specific case, which has to do with the ventilators on a particular floor, to the attention of the Quaestors, who are, in fact, responsible for the matter.
0			Forty years later, this proposal has been put on the table again and I am convinced that it will create room for maneuver for monopolies, to the detriment of European consumers.	Forty years on, this proposal has again been placed on the table and I am certain that it will create room for manoeuvre for the monopolies, to the detriment of Europe' s consumers.
1			This is why we ask that after the expiry of the Treaty, the aid to the steel industry be regulated by a Council Regulation in accordance with Article 94, as this is the only way to guarantee the compulsory nature and clarity necessary.	That is why we ask that after the expiry of the Treaty, the aid to the steel industry be regulated by a Council Regulation in accordance with Article 94 as this is the only way to guarantee the compulsory nature and clarity 'impose.
1			Finally, the positive effects on the Structural Funds management system for national administrations, the motivation of the officials when they manage these funds, even if this is sometimes complicated, and the importance of further improvements of the Structural Funds procedures. evaluation, monitoring and control of the Commission. 	Finally, the positive effects on the national administrations of the Structural Funds management system, the motivation of the officials when they manage these Funds, even if it is sometimes complicated, and the importance of making further improvements to the procedures of the Structural Funds. evaluation, monitoring and control of the Commission.
0			Yes, Mr Evans, I think that an initiative of the type you have just suggested would be entirely appropriate.	Yes, Mr Evans, I feel an initiative of the type you have just suggested would be entirely appropriate.
0			The Commission can only collect and analyze the data provided by the Member States.	The Commission can only collate and analyse the data provided by the Member States.
1			(The minutes are adopted)	(The minutes are adopted)
0			It should be emphasized, however, that whenever we make this type of decision, it is good from a broad environmental point of view and is beneficial as it creates better preconditions for exploiting the opportunities of the internal market.	It is nonetheless worth emphasising that, each time we make this type of decision, it is good from a broad environmental perspective and it is beneficial because it creates better prior conditions for exploiting the possibilities of the internal market.
0			We can be proud of monitoring monopolies and mergers.	We can be proud of monopolies and mergers supervision.
1			First, there is a risk that the decentralization of state-level expertise, which is necessary in many ways, may lead to an abnormal expansion of competition initiatives and incite someone to use antitrust not as the ultimate guarantee of the efficient and predictable functioning of markets, but as an instrument of economic and industrial policy, of planning and interference with the spontaneous dynamics of the markets themselves, or even as an instrument in the service of protectionist visions.	First and foremost, there is the risk that the decentralization of competencies at the level of the individual states, which is necessary in many ways, may lead to an abnormal expansion of competition initiatives and incite somebody to use antitrust not as a the ultimate guarantee of the efficient and predictable functioning of markets, but as an instrument of economic and industrial policy, planning and interference with the spontaneous dynamics of the markets themselves, or even as an instrument serving protectionist visions.
0			Unfortunately, this did not happen. Mr. Bernie is not to blame for that because it was a matter of the previous commission. 	Unfortunately, this did not happen. Mr Bernié is not to blame for this as it was a matter for the previous committee.
1			The work is done, it's still to ensure respect.	The work is done, it is still to ensure respect.
0			This is precisely the moment when you may wish to raise this issue, that is, Thursday before the beginning of the presentation of the report.	That is precisely the time when you may, if you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.
1			This view seems unjustified to me and I would ask that these points be taken into greater account in the seventh periodic report.	This conception seems to me unjustified and I would ask that these points be taken much more into account in the seventh periodical report.
0			Mr President, Commissioner, I too would like to congratulate the rapporteur on her report, which is a thorough and meticulous work.	Mr President, Commissioner, I too would like to commend the rapporteur on her report, which is a meticulous and substantive piece of work.
1			The debate is closed.	The debate is closed.
0			Commissioner Monti, I would like to thank you for your remarkable cooperation and to tell you that, at the dawn of the new millennium, you have a particularly important role.	I want to thank you, Commissioner Monti, for your outstanding cooperation and I want to tell you that, as we enter the new millennium, you have an especially important role.
0			Mr President, the report by Mrs Schroedter undoubtedly contains a number of important observations, and I would like to congratulate her for that.	Mr President, Mrs Schroedter' s report undoubtedly contains several important observations, and I would like to congratulate her on that.
0			However, we must be vigilant against global operators, to whom nation states are no longer able to impose limits.	However, we must be vigilant in the face of global operators, against whom nation-states are no longer able to impose limits.
1			Ladies and Gentlemen, significant progress has been made towards real convergence, especially for the four Member States of cohesion, but also, Mr Pohjamo, I say frankly, for Objective 2 regions which have lagged behind in their development, particularly as regards: Infrastructure.	Ladies and gentlemen, significant progress has been made towards real convergence, especially for the four Member States of cohesion, but also, Mr Pohjamo, I say frankly, for the Objective 2 regions that have caught up certain delays in their development, particularly as regards infrastructure.
1			If our Parliament were to follow the essentials of this ultraliberal conception of a so-called perfect market, the world would not change.	If our Parliament were to follow most of this ultraliberal conception of a so-called perfect market, the world would not change.
1			This is the case of Alexander Nikitin.	This is the case of Alexander Nikitin.
1			Unfortunately, that was not the case and Mr Barnier has nothing to do with it: the question concerned the previous Commission.	Unfortunately, this was not the case and Mr Barnier has nothing to do with it: the question concerned the previous Commission.
0			Finally, in my opinion, this sixth periodic report presents interesting arguments from the point of view of a real project for a balanced and sustainable development of Europe, in particular when it emphasizes the importance of the relations between the central regions of Europe. Europe and its most remote regions.	Finally, in my view, this sixth periodic report presents interesting arguments from the viewpoint of a real project for the balanced sustainable development of Europe, particularly when it outlines the importance of relations between the central areas of Europe and its more remote regions.
0			In addition, the type of project funded must be shifted from small-scale, hard-to-control projects to capital investments where, in most cases, the benefits are visible.	Also the type of project funded needs to be shifted away from small-scale revenue-based projects, which are hard to monitor, towards capital schemes where, in the majority of cases, the benefits are there for all to see.
1			In closing, I would like to say that it is necessary to ensure the safety of all types of transport.	In closing, I would like to say that it is necessary to address the safety of all types of transport.
0			This commitment is important because the Commission is a body with a monopoly of initiative in accordance with the Treaties and therefore basically dictates the political and legislative activity of this Parliament for the next five years.	This commitment is important because the Commission is a body with a monopoly of initiative in accordance with the Treaties and, therefore, basically dictates this Parliament' s political and legislative activity for the next five years.
0			Equally, barely fell at all, they are in some cases.	Equally, unemployment levels in the worst affected regions barely fell at all, indeed they rose in some cases.
1			You have wished for a debate on this subject in the coming days, during this part-session.	You have wished for a debate on this subject in the coming days, during this part-session.
1			And when I talk about optimal use, I mention both the national level and the regional level.	And when I talk about optimal use, I mention both the national level and the regional level.
1			It remains to translate this principle into action.	It remains to translate this principle into action.
1			The next item is the report (A5-0105 / 1999) by Mr Koch, on behalf of the Committee on Regional Policy, Transport and Tourism, on the common position adopted by the Council  with a view to the adoption of the Directive of the European Parliament and of the Council.on the minimum requirements for the verification of safety advisers for the transport of dangerous goods by road, rail or inland waterway (C5-0208 / 1999 - 1998/0106 (COD)).	The next item is the report (A5-0105 / 1999) by Mr Koch, on behalf of the Committee on Regional Policy, Transport and Tourism, on the common position adopted by the Council with a view to adoption of the European Parliament and Council Directive on the minimum requirements for the examination of safety advisers for the transport of dangerous goods by road, rail or inland waterway (C5-0208 / 1999 - 1998/0106 (COD )).
0			Before concluding, I would like to say to Mr Savary that we will have a special debate tomorrow on the consequences of the storms that have hit France, Austria and Germany, in particular, in recent weeks. Once again, together with my colleague, Mrs de Palacio, we will discuss the lessons that could be drawn with regard to the oil spill that has also affected the coasts of France. 	Before concluding, I should like to tell Mr Savary that we are going to have a special debate tomorrow on the consequences of the storms which have struck France, Austria and Germany, in particular, in the last few weeks, and at the same time we shall once again be discussing, together with my fellow Commissioner, Mrs de Palacio, what lessons we might draw in the matter of the oil spillage which has also affected the coasts of France.
1			From this point of view, the white paper is a success.	From this point of view, the White Paper is a success.
1			I am thinking in particular of the ISPA instrument that I will be responsible for implementing in the coming weeks.	I am thinking in particular of the ISPA instrument which I will be responsible for implementing in the coming weeks.
0			Since the Commission is represented by the Vice-President of Palacio, I think that before voting, it would be useful for the Commission to tell us whether it is ready to present this program, as agreed.   Alternatively, Parliament is not ready to consider this program, as some seem to suggest.	Given that the Commission is represented by Vice-President de Palacio, I believe that, before voting, it would help if the Commission could let us know how ready it is to present this programme, as agreed. Alternatively, Parliament is not ready to examine this programme, as some appear to be suggesting.
1			Secondly, the partnership on which many of you have insisted, the role of local and regional authorities, the private sector, the social partners, the voluntary sector and local animation communities.	Secondly, the partnership, on which many of you have insisted, the role of local and regional authorities, the private sector, the social partners, the voluntary sector and local communities of animation.
1			Often, resources have been allocated to projects that have left no lasting benefit for the region.	Often, resources have been allocated to projects that have left no lasting benefit to the region.
0			I also hope that the Commission will proactively support us in our call for co-decision in legislative procedures.	I also expect the Commission to be pro-active in supporting us in our call for codecision in legislative procedures.
0			I would like to comment briefly on the Commission proposal to amend the Directive on the transport of dangerous goods by road.	I would like to briefly comment on the Commission' s proposal to amend the directive on the transport of dangerous goods by road.
0			One could be mistaken in using per capita gross domestic product as the sole indicator.	We might be mistaken in using the gross domestic product per inhabitant as the sole indicator.
1			But I really think that in this context, we need to know what the implications are for businesses.	But I really think that in this context, we need to know what the implications are for business.
1			All of this must be supported by appropriate activities of the EU Structural Funds.	All of this must be supported by appropriate activities from the EU Structural Funds.
0			And to the extent that such studies already exist, to publish more openly its own comments on the objectives of the Treaties, which consist not only of ensuring the competitiveness of the European economy, but also of sustainable development and economic and social cohesion.	And insofar as such studies already exist, to publish more openly its own comments with regard to the objectives of the Treaties, which are not only to ensure the competitivity of the European economy, but also sustainable development and economic and social cohesion.
0			As France placed great importance on the legal exemption at the time, concessions in agricultural policy had damaged it.	Since France laid a huge amount of emphasis on legal exemption at the time, it was damaged by concessions in agricultural policy.
1			Mr President, ladies and gentlemen, the ban on cartels is the heart of a functioning legal system in Europe.	Mr President, ladies and gentlemen, the prohibition of cartels is the heart of a functioning legal system in Europe.
0			That said, to govern means to plan. It also means being responsible and, in this new context imposed on us, competition law naturally has a vital role to play. 	Having said that, governing means planning. It also means being responsible and, in this new context which has been forced upon us, competition law naturally has an essential role to play.
0			This can only strengthen the concept based on a number of elements of good practice drawn from our experience of the current programs of 1994-1999. I think this augurs well for effective cooperation between our two institutions, while the programming for the period 2000-2006 is under way, a good practice of joint work which, Mr Hatzidakis, is supported by an element to which I am very attentive : respect for the code of conduct between our two institutions. 	This can only reinforce the concept based on a number of elements of good practice drawn from our experience of the current 1994-1999 programmes. I feel this augurs well for effective cooperation between our two institutions, at this time when programming for the period 2000-2006 is being undertaken, good joint working practice, which is, Mr Hatzidakis, backed up by something I am very attentive to: observance of the code of conduct which links our two institutions.
1			In some communes of my country, it was really hell.	In some communes of my country, it was really hell.
1			For example, the uncontrolled migratory flow has not been sufficiently taken into account.	For example, the uncontrolled migratory flow has not been sufficiently taken into consideration.
1			We must therefore study how to further adapt the requirements to ensure maximum security.	We must therefore study how we can further adjust the requirements to ensure maximum safety.
1			Articles 81.1 and 82 could have been applied for a long time by the national competition authorities.	Articles 81.1 and 82 could have been applied for a long time by the national competition authorities.
0			I am very pleased that agreement has also been reached with the Council on minimum standards for examinations, although I would have preferred it to be established whether uniform, defined standards and modules were established for certificates to be issued. an equal value at the international level.	I am very pleased that agreement has also been reached with the Council on minimum standards regarding examinations, although I would have preferred it if uniform, set standards and modules had been established, so that certificates would be of equal value internationally.
1			Mr Cox, Mr Hänsch, is that right for you?	Mr Cox, Mr Hänsch, is that right for you?
1			However, the proposals put forward by the Commission in this area are more of a catalog of possible measures in the different areas than to meet their ambition to provide guidance.	However, the proposals put forward by the Commission in this area are more of a catalog of possible measures in the different areas rather than responding to their ambition to provide guidance.
1			Madam President, I would first like to thank Mr Koch for his report on the subject of transport safety, which is central.	Madam President, firstly, I would like to thank Mr Koch for his report on the subject of transport safety, which is central.
0			It should be recalled that at present the overall competitiveness of the European Union is generally 81% of that of the United States of America and this figure will improve only if the figure of our units competitive, ie the regions, also improves. Moreover, it is at a time when technological development, economic globalization and our problems, which are enlargement and the single currency, require regions, as well as businesses and individuals, to strive more to be competitive. 	It must be remembered that, currently, the European Union' s overall competitiveness is, in general terms, 81% of that of the United States of America and that this figure will only improve if the figure for our competitive units, that is the regions, also improves. Furthermore, this is at a time when technological development, economic globalisation and our problems, which are enlargement and the single currency, demand that the regions, as well as businesses and individuals, make more of an effort to be competitive.
1			It is in this sense that we will support the report.	It is in this sense that we will support the report.
1			The truth is that the single market is not yet complete.	The truth is that the single market is not yet complete.
1			Here too, we must continue on the path taken, aiming for continuity and intensification.	Here too, we should continue along the path taken, aiming for continuity and intensification.
0			Here too, we should continue on the path we have chosen, strengthen and intensify it.	Here too we should continue along the path we have chosen, strengthening and intensifying it.
1			Their competitiveness is increasing, but the increase in wealth does not benefit everyone because employment is not increasing and the gap between job opportunities persists in some regions.	Their competitiveness is increasing, but the increase in wealth does not benefit everyone because employment does not increase and the difference in employment opportunities persists in some regions.
0			By not setting a precise date for the implementation of the Directive by the Member States and leaving them three months after its entry into force, we introduce a flexibility clause ensuring that the Directive will be implemented without delay .	By not setting a specific date for the Member States to implement the directive and instead giving them a period of three months after its entry into force, we are introducing a flexibility clause which ensures that the directive will be implemented without delay.
1			Mr Koch wrote his good report because the work was not done too quickly at CEN and the UN Economic Commission.	Mr Koch has written his good report because the work has not been done too quickly in the CEN and the UN Economic Commission.
1			It is clear that the implementation of the Steel Aid Code has, however, been problematic in recent years, problems which have not been fully discussed in the report.	Clearly, the implementation of the Steel Aid Code has, however, posed problems in the past years which have not been fully discussed in the report.
0			The competent services did not include them on the agenda because they had received a reply during a previous part-session.	The competent services have not included them in the agenda on the grounds that they had been answered in a previous part-session.
1			In June 1999, a Council Decision redefined the arrangements for the exercise of implementing powers conferred on the Commission.	In June 1999, a Council Decision redefined the arrangements for the exercise of implementing powers conferred on the Commission.
1			The document announced by the Commission for December 1999 has been postponed to January and February, and the initial reflections do not make me optimistic.	The Commission 's document announced for December 1999 was postponed until January and then in February, and the initial reflections do not encourage me to be optimistic.
0			The next item is the report (A5-0108 / 1999) by Mrs Schroedter, on behalf of the Committee on Regional Policy, Transport and Tourism, on the Commission communication on Structural Funds and their coordination. with the Cohesion Fund. : Guidelines for 2000-2006 programs [COM (1999) 344 - C5-0122 / 1999 - 1999/2127 (COS)].	The next item is the report (A5-0108/1999) by Mrs Schroedter, on behalf of the Committee on Regional Policy, Transport and Tourism, on the communication from the Commission in the field of the Structural Funds and their coordination with the Cohesion Fund: guidelines for programmes in the period 2000-2006 [COM(1999)344 - C5-0122/1999 - 1999/2127(COS)].
1			In that sense, I remind you of the September 15 resolution, which recommended that the proposal be put forward as soon as possible.	In that sense, I remind you of the resolution of September 15, which recommended that the proposal be presented as soon as possible.
1			Finally, we request a modification of the balance and the method of disbursement.	Finally, we are asking for a change in the balance and method of disbursement.
1			I do not accept that a problem of transposition can in practice motivate a change of legal order.	I do not accept that a problem of transposition could in practice motivate a change in the legal order.
1			Projects need to be more efficient, more flexible and produce more results.	Projects should be more efficient, more flexible and produce more results.
1			The new model being tested by the Commission should not lead to a pure process of nationalization, which would negate the effects of our competition policy.	The new model currently being tested by the Commission should not result in a pure process of nationalization, which would negate the effects of our competition policy.
1			They will either get rid of their cargo, or they will mix it with other cargoes, which creates a series of problems.	They will either get rid of their cargo, or they will mix it with other cargo, which creates a series of problems.
0			The fact that the Group of the Party of European Socialists fully agrees with your report is clearly demonstrated by the fact that only one amendment was presented during this procedure.	The fact that the Group of the Party of European Socialists is very much in agreement with your report is clearly demonstrated by the fact that only one amendment has been presented during this procedure.
1			In the end, what we are doing is upsetting.	In the end, what we do is upsetting.
0			In reading the two documents of the Commission, we see that 1998 was the year in which the modernization proposals introduced in 1997 were continued and even partially completed, as we learned from our own parliamentary work in progress.	On reading both Commission documents, one learns that 1998 was the year in which the modernisation proposals introduced in 1997 were pursued and even partially completed, which is something our own ongoing parliamentary work has taught us.
0			If they do not correctly reflect the positions adopted, we can correct them, if necessary.	If they do not properly reflect the positions adopted, then we may correct them, if necessary.
0			But I also want to say that President Prodi has committed to this Parliament to introduce a new debate, as Mr Barón Crespo has reminded us, which would be added to the annual debate on the Commission's legislative program. . on the main areas of action for the next five years, that is to say for this legislature.	But I would also like to make it very clear that President Prodi made a commitment to this Parliament to introduce a new debate, as Mr Barón Crespo has reminded us, which would be in addition to the annual debate on the Commission' s legislative programme, on the broad areas of action for the next five years, that is to say, for this legislature.
1			It is necessary to coordinate the programs of the different objectives. We all agree that in the midst of these programs, at the time of the evaluation of the guidelines, Parliament should be one of the protagonists because we represent citizens.   	It is necessary to coordinate the programs of the different objectives. We all agree that at the midpoint of these programs, at the time of the evaluation of the guidelines, Parliament should be one of the protagonists, because we represent the citizens.
1			And I will add, since many of you have again emphasized what seems to be an oversight, the regional economies of the European regions, which are handicapped by their remoteness, whether they are peripheral regions or island regions. or, of course, the outermostmostmost regions. 	And I will add, since many of you have at the moment still underlined what appears to be an oversight, the regional economies of the European regions, which are handicapped by their remoteness, whether they are peripheral regions or island regions. or, of course, the outermost regions which are furthest away.
0			For this to happen, the European Commission needs not only good intentions, but also clearer guidelines and a strong commitment to monitoring the use of these resources by the Member States.	For this to be possible, what we need from the European Commission are not just good intentions, but clearer guidelines and a firm commitment to monitoring the way these resources are used by the Member States.
1			You will be satisfied on this point because all the countries concerned by Objective 2 will be zoned.	So, you will be satisfied on this point, since all the countries concerned by Objective 2 will be zoned.
0			The amendment of the Directive is therefore fully in line with the principle of subsidiarity; Member States get more powers. 	The amendment to the directive is consequently in full accordance with the principle of subsidiarity; the Member States obtain more powers.
1			Nevertheless, it should be emphasized that every time we make such a decision, it is a good thing from an environmental point of view, in this case because this provision will create better conditions for the functioning of the environment. internal market. 	Nevertheless, it is worth pointing out that every time we make such a decision, it is a good thing from an environmental point of view, in this case because this provision will create better conditions for the functioning of the environment. internal market.
1			Mr President, I would like to warmly thank Mrs Schroedter for her work in this area and to explain to MEPs that I speak on behalf of my colleague Mrs Flautre, who has followed this topic for the Employment Committee. and social affairs but unfortunately sick. 	Mr President, I would like to warmly thank Mrs Schroedter for her work in this area and to explain to MEPs that I am speaking on behalf of my colleague Mrs Flautre, who has been following this topic for the Employment Committee. and social affairs but sadly sick.
0			The first is that significant progress has been made in regional and social cohesion across the Union, and that Community funds have been a major, albeit non-determinative, factor in reducing regional inequalities.	The first is that important advances have been made in regional and social cohesion throughout the Union and that the Community Funds have been a major, although not decisive, factor in reducing regional inequalities.
0			We are obliged to participate in the drafting of the guidelines and the evaluation of their results.	We are obliged to participate in drafting directives and also in assessing their results.
0			Let us not forget that more attention should be given to isolated islands and regions of the European Union, as their geographical location is an obstacle to their economic and social development unless the Commission hears of course build bridges or underwater tunnels connecting them. on the European continent.	Let us not forget either that greater consideration should be given to the islands and remote regions of the European Union because their geographical location is a hindrance to their economic and social development, unless of course the Commission is intending to build bridges or underwater tunnels linking them to the European mainland.
1			I therefore proposed some amendments to Mr Koch's excellent report, which have been adopted by our committee.	So I proposed some amendments to Mr Koch's excellent report, which were adopted by our committee.
1			The delegation to the national authorities is a good thing, but we would like to underline the comments of Mr von Wogau in his report on the need to regularly monitor the national authorities to ensure that the European aspect is not diverted. In addition, we would particularly like to ask the Commissioner to ensure that blind checks will be done in this area.   	The delegation to the national authorities is a good thing, but we want to highlight Mr von Wogau's comments in his report on the need to regularly monitor the national authorities to ensure that the European aspect is not diverted. In addition, we would particularly like to ask the Commissioner to reassure us that blind checks will be made in this area.
0			During my six months as a Member of this Parliament, I have become fully aware of the determination of many Members to push forward what is called the European project.	During my six months as a Member of this Parliament, I have become acutely aware of the determination of many Members to drive forward what is described as the European project.
1			In response, Article 299 (2) of the Treaty of Amsterdam provided for the principle of specific and derogatory treatment.	In response, Article 299 (2) of the Treaty of Amsterdam provided for the principle of specific and derogatory treatment.
0			However, it was withdrawn from the Committee on Budgets last night without discussion or vote.	However, it was withdrawn from the Committee on Budgets last night without being discussed or voted on.
1			However, optimal efficiency does not necessarily come from the source.	However, optimal efficiency does not necessarily flow from source.
0			Mr President, let us not forget that the main objective of the Structural and Cohesion Funds and their coordination is the achievement of economic and social cohesion.	Mr President, we should not forget that the main, strategic objective of the Structural and Cohesion Funds and of their coordination is to achieve economic and social cohesion.
1			This is the first priority, that of the competitiveness of regional economies.	This is the first priority, that of the competitiveness of regional economies.
0			We must therefore take these memoranda into account and do an extremely thorough job.	We must therefore take these memorandums into consideration and produce an extremely thorough piece of work.
1			As long as they do not lead to unacceptable distortions of competition, aid for these purposes should be allowed.	As long as they do not lead to unacceptable distortions of competition, aid for such purposes should be allowed.
0			There must be internal coherence within the Commission's management, while respecting the specific local and regional aspects of the Commission's programs.	There must be an internal coherence in the Commission directorate, while respecting the specific local and regional aspects of Commission programmes.
1			How is it that the stairs have not been improved since my accident?	How is it that the stairs have not been improved since my accident?
1			Mr President, I would like to thank not only Mr Koch, but also the Vice-President of the Commission for his clear commitment to transport safety and for the recognition of the priority given to them.	Mr President, I would like to thank not only Mr Koch but also the Vice-President of the Commission for being so clearly committed to transport safety and recognizing the priority of transport safety.
0			The Group of the Party of European Socialists requests that a Commission statement be included on its strategic objectives for the next five years and on the administrative reform of the Commission.	The Group of the Party of European Socialists requests that a Commission statement be included on its strategic objectives for the next five years and on the administrative reform of the Commission.
0			Commissioner, I would like to end this presentation by highlighting two things: firstly, a concern of the members of the committee and, secondly, a request from our committee.	I should like to conclude this presentation, Commissioner, by stressing two things: firstly, a concern of the members of the committee and, secondly, a demand of our committee.
0			It is good that this directive is established now, otherwise Member States should change their national acts for a very short time, a period of transition, which would again entail unnecessary costs and further increase the bureaucracy's anxiety. European.	It is good that this directive should be established now, as, otherwise, Member States would have to amend their national acts for a very short time, a period of transition, which would again mean unnecessary costs and which would once more increase concern with regard to EU bureaucracy.
1			I deplore it because we have to act because others have not done their job.	I deplore it because we have to act because others have not done their job.
0			A systematic review of different national regulations is needed to remove barriers to competition.	A systematic survey of the various national regulations is needed if barriers to competition are to be dismantled.
0			Framework conditions are essential to prevent abuse, such as the Monopoly Law.	Framework conditions are indispensable when it comes to preventing abuses, monopolies law being one example.
1			However, we must remain vigilant against active players at the global level to which a national action can no longer impose limits.	We must, however, remain vigilant against active players at the global level to which national action can no longer impose limits.
0			You underlined the quality of the report and you even wrote, if I'm not mistaken, that it was a real improvement over previous reports.	You pointed out the quality of the report and you even wrote, if I am not mistaken, that it marked a real improvement in comparison with previous reports.
1			Madam Speaker, how is it that Parliament is not complying with the health and safety regulations it has passed?	Madam Speaker, how is it that Parliament does not comply with the health and safety regulations it votes?
0			Let me make two basic remarks at this point. As the competent authority, the Commission, with its logically consistent approach, has always served the cause of free competition, not to the great pleasure of the Member States or the companies concerned. 	Allow me to make two fundamental comments at this juncture. As the competent authority, the Commission, with its logically consistent approach, has again and again served the cause of freedom of competition, not always to the delight of the Member States or enterprises concerned.
0			But opinion differs as to the solution.	But opinion differs as to the solution.
1			I want to believe that, given his past experience as Regional President, he is in favor of proposing indicators and a strategy for economic and social cohesion, not just productivity.	I want to believe that he agrees, given his past experience as Regional President, to propose indicators and a strategy for economic and social cohesion, not just productivity.
0			This sixth periodical report, which you have judged globally positive, Mr Berend, is a good foundation for our reflection, for all of us and for myself.	This sixth periodic report which you assessed as positive on the whole, Mr Berend, is a good basis for our thinking, for us all and for myself.
1			Refusing any public aid would be a serious mistake.	To dismiss any public aid would be a serious mistake.
0			This is unacceptable to me.	This is unacceptable to my mind.
1			Finally, the aid can allow restructuring, training, jobs and therefore know-how.	Finally, the aid can allow restructuring, provide training, save jobs and therefore know-how.
0			In this respect, it is worth remembering von Eieck's remarks, and perhaps those of the great Italian liberal Bruno Leoni, who warned against the risks of an abnormal increase in anti-competitive policies.	In this respect, we should heed the words of von Eieck, and doubtless also those of the great Italian liberal Bruno Leoni, who warned precisely against the risks of an abnormal increase in anti-competition policies.
1			The Commission's draft is complemented by further examination by the authorities and courts of the Member States.	The Commission's draft is complemented by additional scrutiny by the authorities and courts of the Member States.
0			We believe that funds are a necessary but insufficient condition for achieving economic and social cohesion.	We feel that the Funds are a necessary but insufficient condition for achieving economic and social cohesion.
0			That is why it was justified to set up a system of aid to this sector to ensure the survival of successful companies, even if this was in contradiction with Article 4 of the ECSC Treaty.	This is why it was justifiable to set up a system of aid to this sector with the aim of ensuring the survival of successful businesses, even if this was in contradiction of Article 4 of the ECSC Treaty.
1			A5-0069 / 1999 by Mr von Wogau, on behalf of the Committee on Economic and Monetary Affairs, on the Commission White Paper on the modernization of the rules implementing Articles 85 and 86 of the EC Treaty (COM (1999) 101 - C5-0105 / 1999-1999/2108 (COS));	A5-0069 / 1999 by Mr von Wogau, on behalf of the Committee on Economic and Monetary Affairs, on the Commission White Paper on the modernization of the rules implementing Articles 85 and 86 of the EC Treaty (COM (1999) 101 - C5-0105 / 1999 -1999/2108 (COS));
1			It is important.	It is important.
1			Adoption of the minutes of the previous sitting	Adoption of the minutes of the previous sitting
0			(Parliament rejected the request with 164 votes in favor, 166 votes against and 7 abstentions.)	(Parliament rejected the request, with 164 votes for, 166 votes against and 7 abstentions)
0			It would be a serious mistake to eliminate all public support.	It would be a serious mistake to eliminate all public aid.
1			The inaction of the European Union would oblige the Member States to modify their legal provisions in this area for a short period, ie until the conclusion of the work of the CEN, which would entail costs and uncertainties useless.	The inaction of the European Union would oblige the Member States to change their legal provisions in this area for a short period of time, ie until the conclusion of the CEN work, which would entail unnecessary costs and uncertainties.
0			First, there is a risk that the decentralization of powers, although necessary in many ways, will lead to an abnormal increase in competition-related initiatives and that some people are tempted to apply competition law and not as a means of recourse to guarantee the regular and foreseeable functioning of the markets, but as an instrument of economic and industrial policy, planning and interference in the natural functioning of the markets themselves, and even for protectionist purposes.	First of all, there is a risk that the decentralisation of powers, though necessary in many ways, will cause an abnormal increase in competition-related initiatives, and that some people will be tempted to use competition law, not as a means to be resorted to when all else fails, of ensuring the smooth and predictable functioning of the markets, but for the purposes of as an instrument for economic and industrial policy, planning and interference with the natural workings of the markets themselves, or even for protectionist purposes.
